,id,installer_id,body,overall_rating,sent_score
1482,1487,21127,"Taitem responded promptly to our request for a quote through EnergySage but also expressed a desire to visit the property so they could refine their quote based on actual conditions rather than through a location analysis from a GPS Map.  That gave me a positive feel for their desire to do this  right - no other responder suggested a visit.  The engineer who visited and conducted an extensive evaluation was very friendly and knowledgeable, and spent time discussing the process, all the various options for paying for the installation, and how the actual installation would be done if we chose to go forward.  Taitem provided three quotes for different types of installation related to the efficiency of the panels, the warranties on both the panels and their efficiency over time, etc.  These included tax credit amounts, payback time frames, and amounts due at each point in  the planning, filing and installation process.
Taitem was very patient through the process of our financing the installation and the wait for  the bank check to clear for one of the payments.
The installation itself went very well. The installers worked hard to run necessary wiring through  interior chases in the walls from our attic to the crawl space below the house, ensuring that nothing was visible within the house (except for the entry point in the attic) and exterior wiring was minimal and only at the point where required panels were installed outside.  Installation was very professional and neat - installers were even picking up  the small insulation pieces from the wiring as the connections moved along.  There was only a very short period when power had to be shut down while connections were made and the installers explained what they were doing throughout the installation. 
Once work was complete, Taitem made all the arrangements for the Utility Company to change the meter to reflect power flowing back to the utility company. The engineer returned to walk us though the system installed, how to monitor the system through our computer, what to do in case of a grid power failure, etc.  They also provided a thumb drive with all documents, plans, and information about the system.  We felt very comfortable through the entire process.
Our installation took place at the end of September, 2016, but NYSEG's meter switch didn't occur for a couple of weeks, so our use of the system began about the middle of  October, 2016, close to the time when the amount of sunlight starts to decrease with shortened days and more cloudy skies.  Even so, I reviewed the system online just before writing this review on 1/31/2017 and found that since the system was turned on, 66.7% of our electricity has come from our solar panels.  Today is a cloudy day with snow flurries and even with that interference with sunlight, as of 12:30 pm we are producing 133% of our energy use - meaning we are still feeding electricity back to the grid.  Since we went live, the system shows we have saved 1467 lbs of CO2 emissions.  Our monthly electrical bills have been reduced by more than half, and we anticipate a further refund from NYSEG when our anniversary date arrives.  We are extremely pleased with the installation, our reduced use of  fossil fuel and resultant emissions, and particularly with Taitem Engineering. ",5,0.6249
1483,1488,452,"They come across as great at first but after working with ten other companies for quotes, in the end it was the least professional person/company to work for.  Their quote system is un-detailed and slow.  Thomas Pham was highly unprofessional in the end once he found out I received other quotes... this is a big investment so of course I'd do that.  ""Real quotes only go to those who are 150% on-board.  We are not in the business of giving quotes."" Verbatim.  I'm a professional CPA and understand what professionalism is; this is the least professional experience I've ever been through. Also, the quality of their solar panels are a joke.  Go with a local company or Sunrun if you want a better experience and a much higher performing system.  Their quote was a print screen with no detail and came 4 days later while most companies reply within a couple days. A joke - stay away.",1,-0.5563
1484,1489,21195,"Solteris installed a ground mounted system for us which works perfectly. We looked around with other companies before we discovered Solteris and were put off by the high pressure sales pitches. We were told that a ground mounted system would cost much more and were discouraged from that type of installation. We talked with Christian from Solteris and he said no problem, and gave us a very fair bid. The installation went very smoothly. The construction site was left absolutely spotless at the end of every day. We are delighted and strongly recommend this company. ",5,0.7845
1485,1490,1951,"TFS  exceeded our expectations, our system is low profile, does not detract from the appearance of our home  and provided all of the power we needed last year, No utility bill except small monthly TEP fee.
Questions were answered in easy to understand manner. Employees are dedicated to caring for the environment.",5,0.7351
1486,1491,1013,"From sales to installation I have to say I'm extremely impressed with Direct Energy Solar.   It's can be a little daunting to pick an installer and how you're going to purchase the panels/system, but they made it easy and were always able to answer all my questions.  It is a lenghthy process from start to finish (contract signed in June, panels installed January, but Direct Energy was always extremely responsive and kept me up to date on any holds up (permits, inspection, materials, etc)",5,0.7461
1487,1492,21882,"It went very well. Ipsun Power was very professional, efficient and cleaned up after themselves, leaving things looking great. I was very pleased and now our house is powered by the sun",5,0.8008
1488,1493,20383,"Great Sky Solar designed a bespoke ground mount array for my property, and was very flexible about positioning it so as to fit in with the esthetics of the landscape and avoid needlessly taking down trees. Once the project began, the Great Sky team showed up every day for three weeks until completion, and liaised with the local utility company to commission the array. The workmanship was and is excellent, and Great Sky has always been available to help me understand how the system works and to address any glitches. The whole company is very friendly, easy to work with and committed to my satisfaction. I recommend Great Sky wholeheartedly.",5,0.8927
1489,1494,21127,"My experience with Taitem Engineering mirrors almost exactly the review by rskclaedien posted Jan 31, 2017. I won't repeat all of that review, but please read it.  I will add that the engineer that visited me was prompt, knowledgeable, courteous, and patient explaining all the options available. I received three quotes for the installation. After talking with the engineer, I choose a fourth option. There are many panels/systems to choose from.  Taitem's knowledge and explanations were exstensive and thorough.  Also (no small point), Taitem does all the co-ordinating with building permits, NYSEG, etc. and they do all the paperwork.  You end with a thumb drive with copies of the paperwork and even pictures of the install in progress.  The install took there days with a half day of rain.  There was not one piece of garbage left.  The installation has a low profile, looks good, and works as expected.  As my title suggests, they are professional in the way that you often hope for but rarely get.  Highly recommend.",5,0.5106
1490,1495,20733,"We were very pleased with our experience with Ace Solar.  They responded to our questions right away, but were not high pressure.  They installed our system very promptly, finishing earlier than they had predicted.   (We were hoping to meet the January 8th deadline for  a better compensation rate for the SREC program, and they got it installed before the deadline).   Our roof was a little tricky, due to a dormer, but the panels were put up nicely around the dormer.  We have recommended ACE Solar to our friends.",5,0.6908
1491,1496,20965,"Our salesperson, Mike was friendly, knowledgeable and patient. RI Solar Solutions handled all the complex permits, regulations, inspections in a timely fashion. The installation was done efficiently and expertly and the installers were professional, surprisingly unobtrusive and neat. We got our first National Grid production payment directly deposited into our account last week. Haven't received the bill yet but we've begun saving our planet in a new way!",5,0.7845
1492,1497,20622,"JD Solar was prompt, efficient and they offered the best price! JD solar team gave us realistic goals based on our annual usage, roof size and budget. Bob and Damon did a great job managing and coordinating all the works and permits and the installation crew was exceptional, they finished the installation in a day. The whole process from start to finish took less than two months. Everything went extremely smooth and the communication was flawless even after installation.Bob is always available for questions and is very knowledgeable and responsive!  I would definitely recommend JD solar to any one.",5,0.807
1493,1498,20622,"You guys are so down to earth and easy going the entire process is almost a total blur because it was so easy! JD Solar is the ONLY solar company in CT that should be considered when going solar. I have not had a better experience with any contractor ever. In fact, dealing with Damon W. and his crew was the easiest thing I have ever done with regards to any work on my houses. They are hands down professionally laid back and super efficient. I looked at other solar companies and to be honest they were a rip off and I was told it would take 6 months to be up and running. If I recall it was 4 weeks or so and one day I went to work and when I came home I had solar installed and with a couple of weeks after town and state inspections we were fully up and running. From the day I signed the contract to do the work to up and running was about 6 weeks ... NOT 6 months like all the other companies. JD solar is the only way to go. No need to shop around. Take my word for it...EASIEST PROCESS EVER!! 
I essentially don't have an electric bill 10-11 months out of the year!! So if you are skeptical about solar... don't be, the pay off will be amazing and you are helping the environment.  If I could I would give JD Solar 10 stars. Especially if I have a problem (very rare) mostly a question and Damon calls me back with in an hour and if they need to come to the house, which is way out and out of their way, they are there within 24 hours. Simply amazing group of people from the people answering the phone to the guys installing!! ",5,0.7717
1494,1499,21348,"Working with Solar Wolf was one of the best decisions that I have made,  From start to finish the process was easy and seamless, Solar Wolf did everything from permitting to final installation, The quality of work and everyone who I worked with was simply TOP NOTCH!! I can't say enough good things about this company, I just wished I did this along time ago.
Thank You Solar Wolf
A Very satisfied customer!
Steve K",5,0.8811
1495,1500,21610,"It is rare in the construction industry to find someone like Dominic Westeen, the founder of Ocotillo Solar Electric.  He is extremely conscientious about his craft.  He is passionate about his commitment to solar energy and the contribution solar energy can make to both human society and our planet. He has a work ethic distinguished by an entrepreneurial energy that combines his idealism with action.    ",5,0.8481
1496,1501,20626,"We were very happy with the installation process of our small solar system. Having had solar on a previous residence, I knew basically what to expect in terms of results. But this time, I was thrilled to participate in the actual installation. We attended a pre-installation class so that we knew the vocabulary and the tools we were going to use. Before the installation, we met Matt Thompson of Day One Solar in Santa Cruz who was the lead on our project. He was simply great!. The materials arrived on time and we were able to complete the installation in one day. I can't say enough good things about Mike Balma, Reuben Veek and Matt Thompson and the volunteer work they do for SunWork. They are dedicated to taking solar to as many rooftops as possible.",5,0.6115
1497,1502,3250,"The Sungevity crew was excellent and went beyond the call of duty to make sure our system met all code requirements without any extra charge.  The City of El Cerrito is known for having to jump through extra hoops to satisfy them and Sungevity made the process smooth and did more than was originally planned to satisfy the city.  They even called me when someone turned off the system outside (a joker-ha, ha not funny!) to tell me my system wasn't working.  So, we discovered the problem and turned it back on easily and they stayed on the phone to verify it was back online.  They have always been very helpful and we appreciate it and happy to refer them.  They do a great job and go the extra mile to make customers happy.  ",5,0.8588
1498,1503,3250,"Our experience with Sungevity from the very first contact has been very good. Throughout the design, construction, and eventual production phases of our system our Sungevity reps were thoroughly involved and were more than willing to answer all of our questions. They took care of submitting all paperwork to government agencies and the power company and they kept us appraised every step of the way. The company chosen by Sungevity to install our ground array was thoroughly knowledgeable and they did a great job. We are about to complete our second year of solar generation and the system is generating higher than their estimate. There have been no problems with the system to this point and we have no reservations in recommending Sungevity.",5,0.6249
1499,1504,20629,"The professionals at Sol Power made me feel confident in my decision to purchase a home solar system from the beginning of this process to the end.  They provided me with clear and concise information about the costs and benefits of solar and answered all of my questions to my satisfaction.  The system was installed neatly and professionally in one day and I was provided with all the documentation and information to operate, maintain, and submit federal tax credits.  I have been operating my solar system for six months with no problems.  
I would highly recommend Sol Power for anyone interested in considering solar.",5,0.7964
1500,1505,20629,Our array is terrific. The quality of the work and equipment is top notch. We run our whole house entirely on this system and it has given us exactly what we wanted ,5,0.4767
1501,1506,20965,Bay State Solar was very easy to deal with throughout my experience.  The salesman Mike Goulart was very professional and easy to get in touch with.  My project came out exactly as it was described and the installers did a very clean and professional job.  I am looking forward to having years of energy savings.   I highly recommend Bay State Solar.,5,0.4927
1502,1507,20054,I chose Green Power Energy because of their great reviews and very competitive pricing.  I am very glad that I did!  Tim DeSevo was a pleasure to work with throughout the entire process.  I asked a lot of questions and Tim answered my emails almost as fast as I could write them.  Dan and his installation team were pleasant and professional.  The project went very smoothly and followed the timetable as described.  I highly recommend Green Power Energy.,5,0.8016
1503,1508,20435,"Signed contract for windows with Window Nation. Have setup account as directed with GreenSky. Tried to access and told that input was incorrect. Requested password oas directed on site and told that my email address does not exist. Checked by trying to set up account only to be told that account alresdy exists. Still no joy and no email response. On another note, they spelled my name incorrectly. Not very professional.",1,0.0
1504,1509,21902,"Electricians in general and Solar professionals specifically are a tough group to deal with. Frank is an exception. He is knowledgeable, professional and delivers on his commitments. I would highly recommend his services.",5,0.4201
1505,1510,1790,We love our solar panels!!! Working with Solar Liberty was a true pleasure. They were easy to work with throughout the entire process from sales to project management to the installation crew. It was a great experience and I would recommend anyone considering solar to contact Solar Liberty. They're the best in the business!!!! No more electric bills for us!!!,5,0.875
1506,1511,1790,"From the first encounter, Solar Liberty's sales and technical staff were exceptional. The paper work and graphics provided a clear picture of the product, benefits of clean renewable energy, and financing. They responded quickly to each request for information and details on the available products, installation, and financing. Every step along the way was handled in a highly professional manner. The electrical inspector noted that Solar Liberty's installations were always superior.  ",5,0.8402
1507,1512,1790,"We had our solar panels installed about 3 years ago by Solar Liberty and we could not be happier!  From the first step to the last step, Solar Liberty kept us informed.  The installation went very smooth and they were very clean.  We can't believe how much money we have saved on our electric bills and it's a great feeling knowing that we are helping the environment!  For your family's sake, call Solar Liberty!  ",5,0.8718
1508,1513,3250,"It was great dealing with the Sungevity team!! They were fast, professional, thorough & customer service focused!",5,0.6892
1509,1514,1790,"Solar Liberty did EVERYTHING they said they would do; AND they did it WHEN they said they would do it!!  And I mean EVERYTHING, from return calls and emails to the day and hour of installation (which they said they would do 6 MONTHS before the fact! ). NEVER ANY BS, JUST THE FACTS. ",5,0.6103
1510,1515,1790,"Our experience woth Solar Liberty has been GREAT. It has saved us alot of $$$ and natural resources. Excellent return with quality equipment and very neat, professional installation . We would not hesitate to deal with Solar Liberty again and highly recommend them.",5,0.8494
1511,1516,1790,"Overall after 6+ years the system and the company has performed well. Highly recommended! Best engineering and best price. The installation crew were fast, professional and very knowledgeable. They came prepared and left the site cleaner than when they arrived! If I had more room I would have them add another 5KW to our system. The initial engineering details about payback and cash flow is pretty much right on target with the actual results. Absolutely best customer service with just a phone call. Your best solar value!
   Alan Greenley
   Colden, NY",5,0.8555
1512,1517,1790,"Solar Liberty performs solar installations to the highest degree possible, locally (Buffalo, NY) and statewide. I have approximately 40 panels on my roof by their team since 2011 and I am very pleased. Highest quality work crew and office (local!) support. 
I have observed local ground (pole) mount SL systems that look wonderful. SUNY's UB solar array is huge and a great visual example of renewable energy, SL contributing. 

I personally know four people that installed solar on their homes after seeing mine and discussing SL's expertise and end results.

I am a strong supporter of renewable energy and Solar Liberty allowed me to be involved at a personal level.",5,0.872
1513,1518,1790,"Having solar installed for my home has proven to be a great investment and Solar LIberty is a highly professional company to work with.  Every phase of this project went smooth.  Consulting answered all of my very many questions, engineering and installation were seamless and the crew was very good about project clean up.  I'm very happy with Solar Liberty and recommend this company.  ",5,0.8718
1514,1519,3250,We love our solar installation and are saving big bucks on our electric bill! There were a few communication hitches in the beginning of our process but the company did their best to catch up and everything else went great.,4,0.9253
1515,1520,3250,"We built our Connecticut home in 2014 and Sungevity installed solar panels in 2015. The house is energy star rated with a geothermal heat pump providing HVAC. Because we included the solar installation as part of the construction costs, the only bill we have providing heating, cooling and lighting is the $19.26/month connection fee from our electricity provider. Although we have not seen a check back from them (in part due to state regulations), we estimate less then 7 year pay off period for the solar installation. Why everyone doesn't have solar panels makes no sense to me. 

Sungevity has been great. They have an ap. so you can track how much electricity you are producing on an hourly basis. We've had no problems with the system since we've had it.",5,0.6249
1516,1521,21902,"Green House Solar did a terrific job! Frank (the owner) is a great guy who is passionate by his work with high standard of quality and service.

Since day one he has been listening to our household specific needs, helping design a custom solar system within our budget, being prompt to respond to any of our questions or concerns, and installed the whole system in a day!

I would definitely recommend Green House Solar to anyone who is interested in having Solar Panels installed the right way and with all its benefits.

Thank you from the Schmittheisler Family!",5,0.8591
1517,1522,21902,"As many others, I was skeptical about Solar at first when i started to research the benefits and now on Solar for more than 3 months, i would confidently say it has been my best investment. 

Working with Frank from Green House Solar was an absolute pleasure. I chose Frank over other companies not because he gave me the best deal but right from the start, he guided me through the process. He clarified the difference between the types of panels, inverters and the best configuration for my home to help me save the maximum $$$. 

While other companies we pushing to close the deal, Frank too time to explain the process which made me comfortable to proceed with Solar. 

Frank competed the installation in one day and i was up and running (test run) in no time. The time consuming part in the whole process is the licensing... It took a while to get the sign off from utility company.

Even though its winter months, I've noticed a considerable savings having gone solar. I am hoping the production will be twice as much during summer. 

I highly recommend Frank and Green House Solar. ",5,0.8779
1518,1523,1790,I have round Solar Liberty very responsive to my every need and was prompt in making warranty repairs when needed.,5,0.7346
1519,1524,1790,Over all a spectacular company. Everyone is patient and takes their time to ensure your questions are adequately answered. For those that they cannot answer (mainly portal related items that are handled by a third party) they route you to the correct team for support.,5,0.4019
1520,1525,20490,"They have an application that fails to take in account your full financial picture.  When I told them this, they said just complete the application and well will call you to resolve the rest.  They never called and I received a letter in the mail declining services.  When I called and asked about it, the worker was anything but customer friendly.  These folks act as it they are doing you a favor as opposed to a customer. Ended up going elsewhere for services.  ",2,-0.4215
1521,1526,21910,"I was very happy with the total outcome of my solar installation.  The gentlemen were professional , kind and caring to my questions and needs.  They are a great bunch of men to be around.   Thank you to all of them for the effort they put into the installation and the way they are.  Great work   Erna Dutton
",5,0.765
1522,1527,21882,"Ipsun Power designed a custom solar carport design for my home. They walked me through the entire process of permitting and utility interconnection, and provided me with helpful finance options. They even provided me with options for solar awnings and patios, rooftop solar, and an electric vehicle charger. Ultimately, I went with the solar carport, and I couldn't be happier with the results. Ipsun Power is a company made up of friendly, knowledgeable, and helpful professionals who love what they do. ",5,0.8807
1523,1528,21806,"When searching for a generator, we had multiple companies (Lowes, Mr. Electric & Skywire) give us quotes on installing a generac generator. We chose Skywire because 1) they didn't have a slick ""used car"" salesman that gave us the highest quote and then asked to see what others priced and gradually knocked down the price, 2)they made a scheduled appointment and came when they said they would - yes, one company showed up without an appointment, and 3) they sat down and talked to us, asked about our needs and recommended a system. 
I trust them, they helped me out when MFA propane first quoted us for a second tank,because it was closer to our panel, and when I called to schedule them, I was informed that they didn't lease a tank for generators, and I could buy a used tank for $1,5000.00. 
Skywire came to the rescue and gave me different places to call. Thanks to Ferrellgas we now have two tanks for lease for $61.00 yr. 
They guys are great, professional, and respectful.  Feel free to PM me if you have any other questions.",5,0.7964
1524,1529,21403,"UEC Solar was a breath of fresh air amidst a vast array of competing and often confusing solar contractors. Suggested by energy sage.com, UEC Solar and its attentive and capable staff came in with a very competitive bid, was direct and forthright in designing a solar panel system for our home, and literally held our hands through the entire process. Although one must be patient because of all the permits and other hurdles to overcome with a project of this type, the wait was well worth it. This company used nothing but the best components and high quality LG panels, and even went the extra mile to locate and purchase hard to find replacement roof tiles to facilitate panel installation. Communication between supervisors, managers, and office staff was also top notch. All inquiries on our part whether by phone, text, or e-mail, were answered clearly and in a timely manner. We highly recommend UEC Solar as a very capable, trustworthy contractor for your solar power needs. ",5,0.8613
1525,1530,3250,"Starting with the online estimate tool, Sungevity worked hard to create an appropriately sized system for the budget I was prepared to spend.  They handled all the paperwork and coordination during the installation.  They actively monitor my energy production and have, on more than one occasion reached out when the monitoring showed unexpected results.  I'm left with never really having to think about my solar installation, it just works.",5,0.5859
1526,1531,20712,"Where do I begin, this has to be the best experience when hiring a contractor I have ever had.  It all started with filling out the Energy Sage profile and I began receiving quotes for the solar panel system for my home.  Out of all the quotes I received Gr8 Energy's quote stood out, not only was it the best priced but also it was the most detailed and highest quality materials being used.  I was contacted by John from Gr8 Energy and I set my appointment for him to come out and take a look at my property and give me a solid idea and talk about my project.

John is extremely professional and easy to talk to, he is on time, returns all phone calls and emails within a timely manner.  We decided to go with Gr8 Energy and John set up everything, he was able to draw up all the plans, write up a contract and was patient while we waited through the HOA process of approval.  Once we had approval we set a date for the installation and the installers showed up on time and we extremely patient, knowledgeable and friendly to talk to.  

John explained the installation would take two days and he was right on the money, two days after they started the job was complete.  Grace set up the date for the inspector to come and sign off on the permit, once the permit was signed off on within two days we had permission to operate from Southern California Edison and out electric bills we disappearing.  John returned a few days after we were granted permission to operate and he explained the whole system and how it worked.

After the first month passed I saw my electric bill and was not sure if it was correct, I contacted John and he was able to look up the system and explain exactly how to read the bill and see the system was producing how it should and how SCE breaks it down.  

John is the ultimate professional and a true asset to the Gr8 Energy company.  I want to thank everyone involved with helping my family go solar.  It has been a great decision and I could not have picked a better company.

HIGHLY RECOMMEND!  You won't be disappointed.",5,0.8779
1527,1532,6507,"Mass Renewables was patient, professional, informative and worked closely with us to help us understand the technology, tax incentives, financing and SREC process before we agreed to purchase a solar system. The installed system blend nicely into the roof. Installation was fast, high quality and coordinated with our builder. The installation and support staff were among the best we worked with building a new house. The firm has the best technology, service and price. We highly recommend choosing Mass Renewables.",5,0.7845
1528,1533,20656,"Originally installed a swamp cooler inside our large garage. It was leaking and needed pads changed, came in took it all apart, ordered parts. Came back in said wrong pads, left everything in pieces and get get ahold of them to put it back together!",1,-0.5255
1529,1534,20701,"Tiffany has kept us informed every step of the way. We LOVE our new roof! It sure came in handy the past couple of months. Doesn't the song say, ""It never rains in California""? Well it sure has and we were so grateful they got the roof up before the rain started. We are excited about our new solar panels. We cannot say enough how glad we are that we chose NRG. Highly recommend the folks at NRG, especially Leo and Tiffany. They are easy to work with and very informative. They're always available to answer any questions we have.",5,0.8056
1530,1535,20629,"From the first evaluation, to the installation, to the instructional session, Sol Power was the best.  Fully explained my options, arrived on time, cleaned up after they were done and took are of all the paperwork.  A pleasure to work with and I would recommend without reservation.
David Klein",5,0.7351
1531,1536,21598,"I would not reccomend anyone to any other company! Solar Solution AZ has everything you could ask for! Low pressure sales, highly experienced installers",5,0.3802
1532,1537,21910,Matt and his crew installed my solar two years ago and they did an amazing job.  Great customer service and were super friendly and informational.  Anytime I've contacted Matt with questions he's been very helpful.  I recently noticed that two panels weren't working and Matt sent someone out the next day to replace a faulty inverter no charge as everything is covered under a 30 year warranty.  Solar system also came with a cool computer site that I can login to and see real time solar output as well as charts and graphs of past years performance.  I would highly recommend Liv Solar!,5,0.9042
1533,1538,21283,"Chet and Grant at Energy Solutions are terrific.  They paid attention to my concerns, quickly responded to all questions with thorough information, and designed a terrific system for my needs.  The installation was quick, and I'm delighted with the results.  Thank you for a great job!  ",5,0.8126
1534,1539,20701,"I just had NRG Clean Power install a 27 panel solar system on my shake roof in San Jose.  They did a great job and the system works perfectly.  There is even a smart phone app that let's you monitor and track your power generation.  I'm looking forward to reducing my PG&E electrical bill from ~$500/month to $0/month.  The system will pay for itself in about 7 years!

If you are interested in a residential solar system, I highly recommend NRG Clean Power ,,, but ask to have Tiffany as your project manager -- she is the greatest -- she oversaw the project from start to finish and made sure everything was done just right.  Thank you Tiffany!!",5,0.9257
1535,1540,20317,"I am thrilled to have my solar array up and running. Although the process took longer than I had hoped (mainly because of a slow response from PECO, our energy company) working with Solar States was a very positive experience. I interacted with quite a few of their staff in sales, admin, and tech. All of them were very responsive and caring and worked very hard to get through some of the issues that arose. There was minimum disruption when they installed the panels. Although there was an interim period when nothing seemed to be happening, I did find out that that was because of communication with PECO and the slightly irregular configuration of my system. But in the end, it all worked out and I love being able to view my energy production on their virtual monitoring system. I feel good that I am doing my small part for the planet.",5,0.8221
1536,1541,20472,Quite a fast turnaround and great service!,5,0.6588
1537,1542,20733,"Choosing ACE Solar was an incredible experience. From start to finish, they nailed it!

They completed a complicated 34 panel installation within two days, and did everything ""just right"".

ACE Solar came ready to the job site - they already had all the permits, approvals and plans.

The team was ready to face the installation challenges and was able to bring the wires from the roof to the attic, and through the flue to the basement. Then, concealed within the ceiling of the finished basement, the power was sent back to the main breaker panel.

Once the installation was completed, they ensured that my system would be registered with an aggregator so that I could get the SREC credits.


",5,0.4215
1538,1543,20317,"Zack Logan, Brent, Gregory Mollusky, and a number of others were very helpful from start to completion.  Solar States was not pushy like other solar panel vendors and patiently explained the anticipated cost savings with the conditions and caveats associated with the solar production predictions.  Although my project ran into a few hiccups along the way, the team at Solar States continued to push forward.  They are all great people and were a true pleasure to work with.  ",5,0.891
1539,1544,21812,They've done a fine job so far! Looks great. Thanks Seth and Shawn for your help.,4,0.6808
1540,1545,20594,I was very disappointed in the overall communication and scheduling of the installation. There were several delays and missed appointments that resulted in me missing work for no good reason. My front yard and driveway had debris and trash left everywhere. Definitely unprofessional. I only hope others will see this and think twice about using Horizon Solar Power. I will not be recommending them.,2,-0.5256
1541,1546,20594,Do not use this company - they do not care about the customer or your property. It has been over two weeks and my ceiling is about to cave in - they still have not sent anyone to fix it. Very bad installation and customer support.  Stay away!,1,-0.3875
1542,1547,20733,"Going solar with ACE was fast, easy, and professional.  Their pricing was very competitive and actually lower than some of those big name companies. They took care of all the paperwork for the project. I purchased my panels, and they even set me up with a local bank that could get me the best rate. Communication was fast and easy as they respond to email, calls, and even texts. Any question I had they answered quickly. Their install team came out and installed all 27 panels on 3 different roofs in a single day. They worked quickly to get the inspectors out and my meter swapped. I had my panels up and running within two weeks of install. That was 4-6 weeks faster than quotes I had received from other companies. They also have a great website for monitoring your production as well as a cell phone app so u can check it on the go!! Great company and great team with Josh and Chris leading the way. Thanks again guys! Great work!",5,0.8481
1543,1548,21091,"Twin Tiers Solar did a great job for us. They communicated well, did what they said they would do and in a timely manner. We would recommend them.",5,0.6249
1544,1549,1364,"Guardian Solar provided an easy, seamless experience from beginning to end. From the sales rep Peter who provided information and answered any and all questions we had, to the installation team that took the time to explain process and completed job quickly, to all the communication that was received throughout transition period.",5,0.4404
1545,1550,21161,"I selected ARE Solar for our installation.  They have been incredibly thorough, upfront, honest, and most importantly price competitive.  As well, they don't really get kickbacks from their lenders so there is not a HUGE push to use their financing vehicles as other installers were.  Overall our sales guy was very honest and not pushy.  Other vendors we talked to felt like I was at a timeshare or something.  Not these guys - they're busy enough that they don't HAVE to get your business, but not so busy that they ignore people.  I have yet to get my system installed because I am in utility limbo (to be expected of my electrical Co-Op) but I have little to no expectations of issues.",5,0.7975
1546,1551,1364,"I have received excellent service from all Guardian personnel. The installation went perfect and everything they committed to they did. My system was installed in a very timely manner. I am very happy with Guardian Solar's  install of my 11.6 KW system with solar edge optimizers!  My monthly bill went from about $200 a month to under $10 a month.  They are an excellent company to do business with.
",5,0.8118
1547,1552,1364,"For those wishing to find and be involved with solar energy you can not beat Guardian Solar. Why? They are there to help from the super knowledgeable sales guy Peter, the office staff to the in house install team. They have over 100 installs in our neighborhood over the past four years and  had rave reviews last month at our HOA meeting. Please connect with Guardian and see for yourself the money saving and great effects of solar power.",5,0.765
1548,1553,21091,"We are most pleased with our decision to have Twin Tier Solar and Wind install a 6+Kw ground solar array. The installation team was very prompt, punctual and professional. The system has performed as above and beyond  our expectation.  ",5,0.4927
1549,1554,1364,"I am local building engineer with high expectation and perfection to a fault. I diligently researched their references and visited worksites. I have received excellent service from all Guardian personnel and the installation went perfect, everything they committed to they did. My 10kw system was installed in a very timely manner and care was taken with my tile roof. I am very happy with Guardian Solar, they are an excellent company to do business with.",5,0.8591
1550,1555,20701,"I was skeptical of going solar and had lots of questions and concerns. Leo was the first person I spoke to about solar power and he was so knowledgeable and great to speak with that I decided NRG was the right choice. Our project was recently completed and I am so glad I went with this company. Each NRG employee I have interacted with has been amazing! From our sales rep, to project coordinator, to installation team. Very professional and willing to listen and address my concerns every step of the way. The estimated time frame to complete the installation was 3 months and they were able to complete it way ahead of schedule in just ONE month! The entire process was so easy, and I am a very happy customer!",5,0.8412
1551,1556,21091,I've been very happy with the work Twin Tier Solar and Wind performed on my roof in Horseheads NY.  The quality and their expertise was just what I was looking for and I'm so happy seeing my monthly electric bills decrease dramatically.  Thank you Twin Tier Solar and Wind!,5,0.6948
1552,1557,21091,The system has been ioperating for just over a year with  NO problems & energy cost reductions exactly as advertised.  We're very happy we decided to go solar,5,0.6115
1553,1558,20101,"What can I say, IES Residential went above and beyond what my Family and I expected. We had a horrible experience with a Company out of California, literally trying to rip us off in every way possible. For all the right reasons, the deal never went thru. It was at this point using energysage that we came in Contact with IES. Not only were they the easiest to work with, they had the best quote from day one, I mean all the other installers were trying to play catch up with them. 
When you deal with IES, you don't get any sugar coated answers, Mr. Ricketts is a straight shooter, and their install team was in and out of our house in under 3 hours. The whole process could not go any better with these guys on your team.  Do your own research, using energysage, but I'm pretty sure, you would be hard pressed to find a more fair and fast Installer. ",5,0.8761
1554,1559,230,1 star because i have to. Do Not use this company. Customer service is terrible with my order messed up. They will not talk to you after they messed up your order. If you choose to use this horrible company I hope your experience was better than mine so good luck.,1,-0.6705
1555,1560,20733,"There are a lot of options for solar.  More than I even knew.  I met with a few and found several to be pushy, gimmicky and overpriced. Josh Mailloux and his team were professional, informative, patient and thorough. The communication was great, the install was great and the result was great!!",5,0.9273
1556,1561,21271,The quality of this company's work is unacceptable- I was left with broken tiles and a leaking roof. I DO NOT recommend this company.,1,-0.7269
1557,1562,3455,"Installed a ground mount for us.  Timely, affordable and well trained staff.  I highly recommend them",5,0.4201
1558,1563,21902,"Frank installed a 6.25 kW system on my house three years ago. It has worked flawlessly for the entire time and I have recouped approximately 50% of my total investment already. Also installed was an egauge monitoring system allowing the owner to monitor production online for the entire life of the system. Frank's team was courteous during the installation and Frank himself installed the inverter and all of the electrical back to breaker box. Couldn't be happier with my choice to use Green House Solar and am thinking of having him installed a tracking solar system next. Thanks again Frank and guys from Green House Solar and Electric. I also just refinanced and the system added $16,000 to my appraisal so I am actually already even and now making money while doing great things for the environment.",5,0.6249
